no;metafrontier_1;metafrontier_2;metafrontier;group;true_te;true_tgr;true_te_star;true_u;true_v
48;3.199893847;4.723601628;3.450018203;G1;0.992016797;1;0.992016797;0.008015239;-0.086633807
49;4.854833052;1.468119207;3.649330549;G1;0.809707398;1;0.809707398;0.211082334;0.139372515
50;3.094191037;0.745360262;2.193478319;G1;0.747205098;1;0.747205098;0.291415569;-0.211273683
51;1.667136056;3.596892956;2.215960052;G1;0.719753222;1;0.719753222;0.328846872;-0.008139695
52;1.733741241;1.620429762;1.865932473;G1;0.985392603;1;0.985392603;0.014715135;-0.310308964
53;1.992427057;3.894047493;2.64890818;G1;0.697991219;1;0.697991219;0.359548757;0.23343391
54;3.923463878;1.972205009;3.244438101;G1;0.944588686;1;0.944588686;0.0570057;-0.05472914
55;0.194682456;3.39296434;1.293053261;G1;0.677523006;1;0.677523006;0.38931177;-0.093569065
56;3.743976931;3.879125214;3.090000926;G1;0.733328062;1;0.733328062;0.310162117;-0.247650466
57;3.386384151;0.93934522;2.657976486;G1;0.801290099;1;0.801290099;0.221532226;-0.001552407
58;0.856321652;0.145429095;1.283221027;G1;0.986127934;1;0.986127934;0.013969182;-0.160056436
59;1.305439819;0.678568985;1.376456405;G1;0.736917867;1;0.736917867;0.305278836;-0.106698466
60;2.572064673;3.400820891;3.108746376;G1;0.891379347;1;0.891379347;0.114985188;0.257535049
61;3.378036373;4.674114769;3.326909343;G1;0.76964445;1;0.76964445;0.261826624;-0.035105174
62;4.91408599;2.752470422;3.502317098;G1;0.747617718;1;0.747617718;0.290863504;-0.214356477
63;3.797721338;3.008831177;3.418114281;G1;0.891228885;1;0.891228885;0.115154;0.032641376
64;2.83244212;0.984972441;1.985201166;G1;0.573804405;1;0.573804405;0.555466699;-0.072547683
65;4.248448593;2.676183053;3.761264596;G1;0.983931477;1;0.983931477;0.016199021;0.11800271
66;0.947369677;0.897778696;1.620292999;G1;0.726561633;1;0.726561633;0.319431964;0.286484386
67;1.356433074;2.259432472;1.687606018;G1;0.783520141;1;0.783520141;0.243958511;-0.198538502
68;4.140792426;1.585266759;3.421134682;G1;0.944362727;1;0.944362727;0.057244942;0.09093006
69;3.466024102;0.580873352;2.056187391;G1;0.444867434;1;0.444867434;0.809978943;0.016979612
70;1.202723698;0.930510784;1.948287131;G1;0.981876255;1;0.981876255;0.018289992;0.179113116
71;0.21494398;3.648650483;1.61912095;G1;0.841873504;1;0.841873504;0.172125509;-0.045955628
72;0.702395471;2.059360356;1.916652546;G1;0.986352904;1;0.986352904;0.013741074;0.167323814
73;1.081927075;2.070248409;1.558778285;G1;0.953873933;1;0.953873933;0.047223762;-0.349011172
74;2.396992821;2.401550645;2.887228712;G1;0.878561286;1;0.878561286;0.129469612;0.337891784
75;0.987051711;2.137472328;1.975010996;G1;0.887838945;1;0.887838945;0.118964921;0.172955596
76;3.596779188;0.682451801;2.511731289;G1;0.675033157;1;0.675033157;0.392993468;-0.030155198
77;0.039423694;4.123397032;1.413471807;G1;0.868386819;1;0.868386819;0.14111802;-0.289801426
78;1.877449823;2.961521213;2.286829813;G1;0.688802235;1;0.688802235;0.372801081;0.12860174
79;2.572038542;3.971984888;2.762582384;G1;0.660688612;1;0.660688612;0.414472637;0.096638773
80;0.007852771;3.845162129;1.410350005;G1;0.696743682;1;0.696743682;0.361337681;-0.001271125
81;2.908020013;4.590282086;3.155135413;G1;0.780967152;1;0.780967152;0.247222189;0.030291179
82;0.789526041;4.313148885;1.641782183;G1;0.607265722;1;0.607265722;0.498788821;-0.116821794
83;1.795141529;1.584876189;2.117515446;G1;0.84299698;1;0.84299698;0.170791903;0.073761347
84;3.228159392;1.29630288;2.741616995;G1;0.826418359;1;0.826418359;0.190654145;0.058930868
85;3.879116813;3.71133226;3.612856382;G1;0.986969045;1;0.986969045;0.013116602;-0.055851875
86;2.818234208;3.736805584;2.784827199;G1;0.900861554;1;0.900861554;0.104403691;-0.267247331
87;1.168516993;4.58952017;1.90443423;G1;0.478127395;1;0.478127395;0.737878065;0.140149764
88;0.449902582;3.965956046;1.883467727;G1;0.782302255;1;0.782302255;0.245514097;0.110839324
89;0.428060325;0.666648091;0.546138428;G1;0.53048689;1;0.53048689;0.633960034;-0.167261319
90;1.526091847;1.438748761;1.649769462;G1;0.921171931;1;0.921171931;0.082108582;-0.318917632
91;3.337132573;0.973380719;2.697955094;G1;0.813606006;1;0.813606006;0.206279052;0.040991716
92;0.001194483;3.920546913;1.581876713;G1;0.874754227;1;0.874754227;0.133812316;-0.069017596
93;1.042849785;0.644360809;1.457103978;G1;0.783710633;1;0.783710633;0.243715417;0.050522341
94;4.665170637;0.645446418;2.539257465;G1;0.514985443;1;0.514985443;0.663616644;-0.258800493
95;4.628223743;0.361265556;3.157419102;G1;0.963568411;1;0.963568411;0.037111791;-0.191834089
96;3.670471505;0.265647417;2.962319555;G1;0.866580171;1;0.866580171;0.143200652;0.217154971
97;1.665359917;2.659372182;2.395430928;G1;0.951345056;1;0.951345056;0.049878447;0.080754981
98;2.575316649;0.561541208;2.258495058;G1;0.772001323;1;0.772001323;0.258769015;0.117297507
99;3.719873232;3.715938599;3.936967879;G1;0.971220117;1;0.971220117;0.029202146;0.363045689
100;3.0957962;3.656577386;2.817292841;G1;0.614046254;1;0.614046254;0.487685022;0.025764286
101;2.490782952;3.827602393;2.469152256;G2;0.734370055;0.60653066;0.445417954;0.308742216;0.266982517
102;1.413821126;2.525222898;1.26366833;G2;0.760003333;0.60653066;0.460965323;0.27443246;-0.173854353
103;3.882225412;1.012742415;2.6540217;G2;0.999263391;0.60653066;0.606083884;0.00073688;0.011097391
104;1.519263809;3.585693612;1.945781144;G2;0.960018364;0.60653066;0.582280572;0.040802866;0.009813383
105;2.57775591;3.840384822;2.22523771;G2;0.805698188;0.60653066;0.488680653;0.216046063;-0.115671146
106;2.389753866;3.531885226;2.142068948;G2;0.942294615;0.60653066;0.571530574;0.059437299;-0.199747731
107;3.844261123;0.958120681;2.3045055;G2;0.734355055;0.60653066;0.445408856;0.308762642;-0.000486556
108;0.819644278;1.489499005;1.048737548;G2;0.748198644;0.60653066;0.453805417;0.290086769;0.131102377
109;2.208870749;1.625656332;1.85869117;G2;0.693333658;0.60653066;0.420528121;0.366243927;0.295368456
110;2.617038349;2.859381174;1.74770254;G2;0.778129504;0.60653066;0.471959401;0.250862311;-0.381830558
111;2.384595943;4.412457627;2.099810063;G2;0.7157019;0.60653066;0.434095146;0.33449154;-0.140487895
112;2.623216439;4.385516882;2.502542096;G2;0.8834828;0.60653066;0.535859405;0.123883456;-0.062286044
113;3.426141236;1.929262686;1.92759853;G2;0.712701058;0.60653066;0.432275043;0.338693219;-0.332631406
114;1.758960111;3.688860774;1.940766122;G2;0.973965497;0.60653066;0.590739936;0.0263794;-0.150106688
115;4.198156426;3.981596821;2.567356117;G2;0.51039461;0.60653066;0.309569979;0.672571108;-0.155470352
116;4.609568458;3.620807304;2.772037798;G2;0.542051669;0.60653066;0.328770957;0.612393951;-0.14451394
117;0.531548107;1.927192945;0.197505621;G2;0.596939148;0.60653066;0.362061895;0.515940101;-0.43776692
118;1.032644591;1.490761413;1.250086291;G2;0.898460984;0.60653066;0.544944134;0.107071997;0.04268371
119;2.433214559;0.287355762;1.187709697;G2;0.631293653;0.60653066;0.382898956;0.459984148;-0.126384587
120;1.619110119;3.368464821;2.275873034;G2;0.988592338;0.60653066;0.599611563;0.011473229;0.304098239
121;2.358569625;0.989959635;1.557243957;G2;0.619263771;0.60653066;0.375602464;0.479223973;0.15919119
122;2.93044251;3.125539495;2.199547623;G2;0.904768999;0.60653066;0.548770138;0.100075618;-0.290705913
123;1.119750063;0.690914203;1.036241179;G2;0.834021767;0.60653066;0.505859773;0.181495777;0.019679084
124;3.6701486;1.865392603;2.522126252;G2;0.934940515;0.60653066;0.567070088;0.067272372;-0.118754197
125;0.752420495;1.570449164;0.399235466;G2;0.379568253;0.60653066;0.230219783;0.968720849;0.177656234
126;3.487766834;4.075924499;2.79354663;G2;0.758709914;0.60653066;0.460180824;0.27613577;0.010614083
127;1.320539524;1.841590485;1.055221413;G2;0.696309022;0.60653066;0.42233277;0.361961721;-0.111404725
128;2.132324611;2.198220631;1.912321488;G2;0.83429823;0.60653066;0.506027456;0.181164351;0.087679407
129;3.606667867;2.195290137;2.661843007;G2;0.894875582;0.60653066;0.542769477;0.111070585;0.030521632
130;2.372358536;3.009141429;1.684783843;G2;0.565355697;0.60653066;0.342905564;0.570300194;-0.032923516
131;1.692934805;2.019534681;1.613029479;G2;0.581977796;0.60653066;0.352987376;0.541322983;0.403978124
132;1.202960694;4.791591405;1.617374669;G2;0.71423247;0.60653066;0.433203891;0.336546782;-0.105877177
133;1.081298389;4.853839818;1.812880882;G2;0.900883904;0.60653066;0.546413709;0.104378882;-0.094157395
134;1.210290595;4.572640116;1.338815291;G2;0.689581322;0.60653066;0.418252214;0.371670645;-0.309187385
135;2.824523365;0.414368542;1.904770777;G2;0.921033132;0.60653066;0.558634833;0.082259269;-0.008105345
136;3.562840445;2.384298055;2.88763688;G2;0.952453288;0.60653066;0.577692121;0.048714215;0.178071261
137;0.54048299;1.69567633;0.675717118;G2;0.980804552;0.60653066;0.594888032;0.019382073;-0.41427757
138;2.595379368;3.36717907;2.209541345;G2;0.809311713;0.60653066;0.490872367;0.211571129;-0.050013024
139;4.260951723;3.182429726;2.621972541;G2;0.664540682;0.60653066;0.403064298;0.408659181;-0.236330085
140;3.573159711;4.296390573;3.105291466;G2;0.719676152;0.60653066;0.436505652;0.328953956;0.288387453
141;1.569908424;4.741422124;2.436287689;G2;0.933765395;0.60653066;0.566357341;0.068530056;0.271579108
142;0.579085712;2.869835329;1.326062067;G2;0.900911343;0.60653066;0.546430351;0.104348424;0.066900569
143;2.875020338;2.676345278;2.599008255;G2;0.852451821;0.60653066;0.517038166;0.159638586;0.285867616
144;4.15685961;4.708472214;2.864490309;G2;0.61744186;0.60653066;0.374497419;0.482170369;-0.17346357
145;2.60169879;4.461775761;2.729190534;G2;0.857148276;0.60653066;0.519886709;0.154144358;0.190130345
146;3.470055143;2.051531693;2.11361966;G2;0.66053052;0.60653066;0.400632012;0.414711948;-0.117002302
147;2.499519947;0.250153737;1.635053111;G2;0.795384913;0.60653066;0.482425336;0.228929115;0.064191505
148;1.770801994;3.891346473;1.916415725;G2;0.829132452;0.60653066;0.502894253;0.187375363;-0.059879203
149;4.824020795;4.629806948;3.75780003;G2;0.975833657;0.60653066;0.591873032;0.02446314;-0.055708617
150;4.611306271;1.88738604;2.879529642;G2;0.661778922;0.60653066;0.401389206;0.412823733;0.109223032
151;1.022963533;1.224604973;0.527258795;G2;0.626015758;0.60653066;0.379697751;0.468379736;-0.260764231
152;4.774514664;0.438179543;2.827279149;G2;0.907164754;0.60653066;0.550223237;0.097431198;-0.050182893
153;4.369964162;1.955542484;3.063254957;G2;0.954052006;0.60653066;0.578661793;0.047037095;0.034201475
154;3.486724157;0.912807126;2.08189485;G2;0.76848429;0.60653066;0.466109284;0.263335158;-0.080693496
155;2.562968924;0.668123923;1.710991162;G2;0.798476316;0.60653066;0.484300367;0.225049973;0.020931888
156;2.404082577;1.287314567;1.805412023;G2;0.913642409;0.60653066;0.554152133;0.090316021;-0.063776157
157;1.009004615;2.766235239;1.433574808;G2;0.639004786;0.60653066;0.387575994;0.447843335;0.323668787
158;0.501146772;0.740346382;0.583832243;G2;0.632770083;0.60653066;0.383794456;0.45764814;0.14283772
159;2.362944373;4.814484121;2.964326817;G2;0.760928967;0.60653066;0.461526748;0.273215268;0.593173074
160;1.56089824;4.722614394;1.59209687;G2;0.622594654;0.60653066;0.377622746;0.473859608;-0.159015521
161;3.861996526;4.961428971;3.409842363;G2;0.838353963;0.60653066;0.508487382;0.176314877;0.162873183
162;4.505370007;3.531052853;3.851609047;G2;0.9734657;0.60653066;0.590436793;0.026892689;0.419606162
163;1.676146421;0.703891779;1.24886908;G2;0.748130017;0.60653066;0.453763793;0.290178497;0.060196011
164;4.119721232;0.044913121;2.328584506;G2;0.976633617;0.60653066;0.592358232;0.023643706;-0.216615028
165;1.100164299;3.432477693;1.064703237;G2;0.624621164;0.60653066;0.378851887;0.470609951;-0.2012645
166;3.830618692;3.406090959;2.487097669;G2;0.54752511;0.60653066;0.332090766;0.602346955;-0.007082913
167;2.803539255;4.587554412;2.918813325;G2;0.850192863;0.60653066;0.515668038;0.162292057;0.261824872
168;2.117277689;2.042106071;2.095127177;G2;0.978227538;0.60653066;0.593324994;0.022012979;0.150080097
169;4.192848941;2.11219695;2.419884677;G2;0.842564116;0.60653066;0.511040969;0.171305518;-0.427673666
170;1.436602938;2.686600409;1.522230191;G2;0.910901475;0.60653066;0.552489673;0.093320538;-0.140070822
171;2.353603503;2.068232315;1.8872124;G2;0.817565285;0.60653066;0.495878412;0.20142452;-0.001811295
172;3.904222667;0.488223293;2.210927159;G2;0.953894562;0.60653066;0.578566298;0.047202136;-0.291626697
173;0.413584186;1.901338202;0.946574142;G2;0.75624376;0.60653066;0.458685026;0.279391521;0.138905929
174;1.972587751;0.990002888;0.597124514;G2;0.551616156;0.60653066;0.334572111;0.594902844;-0.492267095
175;0.478307037;3.625121132;1.426955756;G2;0.936243262;0.60653066;0.567860243;0.065879941;0.028657953
176;0.66666618;0.055045205;0.452514946;G2;0.730823893;0.60653066;0.443267098;0.313582761;-0.078244424
177;1.10563089;4.5942888;1.310241518;G2;0.56938476;0.60653066;0.345349314;0.56319887;-0.098232817
178;1.370597705;4.501143671;2.028016237;G2;0.999218447;0.60653066;0.606056624;0.000781859;-0.05672949
179;1.495296248;3.770769322;2.040559969;G2;0.976089515;0.60653066;0.592028218;0.02420098;0.062958961
180;1.873933863;4.759609075;2.179259378;G2;0.749091092;0.60653066;0.454346714;0.288894684;0.079265316
181;2.457262463;3.127935461;2.293026276;G2;0.984057149;0.60653066;0.596860832;0.016071305;-0.045120742
182;4.393013117;3.279752606;2.836997471;G2;0.877683242;0.60653066;0.532341796;0.130469523;-0.384990086
183;3.743649144;1.906878088;1.944165153;G2;0.593813978;0.60653066;0.360166384;0.521189177;-0.28784586
184;4.775930116;0.328028176;2.280530458;G2;0.68447122;0.60653066;0.415152781;0.37910868;-0.293931555
185;1.659601065;3.454404252;2.051161519;G2;0.88524348;0.60653066;0.536927312;0.121892554;0.152372689
186;4.120813982;0.637419337;2.201271672;G2;0.645392777;0.60653066;0.391450507;0.43789619;-0.048722996
187;0.663326917;1.456592593;0.862380088;G2;0.730126691;0.60653066;0.442844223;0.314537211;0.053935321
188;0.623484269;3.161104454;0.728248359;G2;0.667691418;0.60653066;0.404975316;0.403929162;-0.311785504
189;3.640548559;1.950119989;2.545109508;G2;0.943582793;0.60653066;0.572311894;0.058071167;-0.107117601
190;2.742104143;0.352128299;2.053267339;G2;0.999299458;0.60653066;0.60610576;0.000700787;0.112490395
191;3.042587064;4.317864655;2.845352318;G2;0.996158477;0.60653066;0.604200658;0.00384892;-0.035665225
192;0.614733503;1.925951035;1.123945565;G2;0.955439154;0.60653066;0.579503141;0.045584197;-0.023027197
193;4.382173495;3.353800669;3.167881247;G2;0.835643377;0.60653066;0.506843329;0.179553339;-0.014412294
194;4.211744078;0.105981511;2.831386572;G2;0.962844138;0.60653066;0.58399449;0.037863731;0.242181961
195;0.231189068;2.976143804;1.013283245;G2;0.928151162;0.60653066;0.562952136;0.07456067;-0.12297938
196;3.535091643;1.381205806;2.630914056;G2;0.953040176;0.60653066;0.578048087;0.048098218;0.135225292
197;2.673955276;1.995634525;2.285731881;G2;0.878014138;0.60653066;0.532542495;0.130092582;0.179719921
198;4.72728617;0.729077148;2.310371208;G2;0.6305116;0.60653066;0.382424617;0.461223726;-0.237863581
199;4.560149895;4.120408642;2.977334473;G2;0.521485415;0.60653066;0.316296893;0.651073973;0.02425177
200;2.279892582;0.702049413;1.470010451;G2;0.734840812;0.60653066;0.445703482;0.308101386;-0.002244337
